,count_0,mean_0,std_0,min_0,25%_0,50%_0,75%_0,max_0,count_1,mean_1,std_1,min_1,25%_1,50%_1,75%_1,max_1
금(-1~-5),391.0,0.006358956966751918,0.0039514965254744,0.000637648,0.0036685265,0.00560633,0.0081737035,0.029227757,142.0,0.005660465936619718,0.003389094218323925,0.001106761,0.0034344855,0.0049109135,0.006758279,0.019919964
금(-6~-10),391.0,0.006637585854219948,0.0038209944795260862,0.000637648,0.00400604,0.005800863,0.008333836,0.024568064,142.0,0.006937437211267605,0.0035697990762699654,0.001012691,0.00449832975,0.00593322,0.0094386435,0.020181677
금(-11~-15),391.0,0.006971944662404092,0.004001761599379932,0.000481421,0.004096752,0.00598054,0.009226397,0.027921938,142.0,0.006503929387323944,0.003269190011193364,0.000663081,0.004018812,0.0059145635,0.00870698,0.018597884
금(-16~-20),391.0,0.006276341872122762,0.0038880422293865024,0.000170532,0.0035053995,0.005594464,0.0079650575,0.027921938,142.0,0.005376205619718309,0.00295553271208544,0.001012691,0.00308177675,0.004716823,0.007482620000000001,0.012966743
구리_미국(-1~-5),391.0,0.00925576010230179,0.004879761688476653,0.000694558,0.005541092,0.008653148,0.011873351,0.028654258,142.0,0.01038049782394366,0.0057638805760605125,0.00145039,0.006130765999999999,0.00917793,0.01368376975,0.026853271
구리_미국(-6~-10),391.0,0.010587455987212276,0.005583481799465433,0.000699036,0.0068802505,0.009232496,0.0133712825,0.036604311,142.0,0.012018600584507044,0.006133590617560875,0.00253085,0.007015101,0.010534449000000001,0.016510765,0.034257667
구리_미국(-11~-15),391.0,0.010150410145780053,0.005629091662916496,0.001324609,0.0062773989999999995,0.008717702,0.012743533500000001,0.038040213,142.0,0.011006214077464788,0.006146329585801199,0.00145039,0.006286632,0.009926974,0.0157081585,0.029080425
구리_미국(-16~-20),391.0,0.009895954416879797,0.005685359635000583,0.000694545,0.006138004000000001,0.008655064,0.012489585,0.036604311,142.0,0.0104114771971831,0.006058424809217433,0.001751011,0.00528994325,0.008625776,0.01523839,0.029080425
미국_커피(-1~-5),391.0,0.014835179375959079,0.007957655883359846,0.001912267,0.008986042,0.013140431,0.018403462,0.049354653,142.0,0.01432149335915493,0.008010178129899372,0.002843234,0.00937157,0.012482529,0.017664317500000002,0.059897541
미국_커피(-6~-10),391.0,0.016331083189258314,0.008192817926694747,0.001971346,0.010343079500000001,0.01509288,0.020814814,0.05239633,142.0,0.016284948422535212,0.008526204495015574,0.003477068,0.01003794975,0.015446467,0.020035771,0.044833968
미국_커피(-11~-15),391.0,0.01534704530179028,0.00790632887072461,0.000452196,0.009154691,0.014076611,0.020238918,0.049354653,142.0,0.014835501429577467,0.009453251030128397,0.002256706,0.008859782,0.012824649,0.01772634,0.067562889
미국_커피(-16~-20),391.0,0.014406252611253197,0.006965289371409692,0.001161076,0.008980299,0.013477239,0.018800766,0.037440976,142.0,0.015188119485915492,0.010165785733494503,0.002026181,0.0089300925,0.012882515,0.0176267715,0.059897541
돈육(-1~-5),391.0,0.01647019553196931,0.015823206086438567,0.000997437,0.0069650185,0.011795266,0.019197028,0.094015772,142.0,0.014070216570422534,0.015604082430705648,0.001829986,0.00643184275,0.010978558999999999,0.0155631805,0.085360003
돈육(-6~-10),391.0,0.019742878601023015,0.016962970296588258,0.001176774,0.009242938,0.015062717,0.0230577885,0.094829159,142.0,0.01586177106338028,0.01503846565240715,0.001524037,0.00750516775,0.0117766195,0.018113707,0.083341037
돈육(-11~-15),391.0,0.0173292488056266,0.014761150132930579,0.000577241,0.009009683,0.013627618,0.021600222000000002,0.094015772,142.0,0.013625946704225353,0.012265198808910133,0.00044621,0.00551668925,0.009981799,0.018467280250000002,0.068784814
돈육(-16~-20),391.0,0.01532394926342711,0.014163445416500548,0.000577241,0.006679434,0.01176288,0.018317901,0.092515668,142.0,0.013007902161971832,0.01318135572595157,0.00044621,0.00486930125,0.0100776355,0.01532450475,0.084945169
미국_옥수수(-1~-5),391.0,0.010040609508951406,0.005810414858046073,0.000740166,0.0060938935,0.008939178,0.012946915,0.032099837,142.0,0.012994132929577464,0.01011224600777371,0.002163412,0.006998254000000001,0.0104176455,0.01496090825,0.090458181
미국_옥수수(-6~-10),391.0,0.011540411483375961,0.0061747760117353305,0.000740166,0.0070693184999999995,0.010697643,0.014547617,0.037199546,142.0,0.014079370845070422,0.010747339741940965,0.001060353,0.0078337985,0.01125135,0.016088756,0.089960132
미국_옥수수(-11~-15),391.0,0.010595716695652173,0.005734356678449866,0.001116732,0.006462683,0.00896351,0.014162079000000001,0.039688514,142.0,0.013924578760563378,0.011676287250179617,0.002124737,0.00710095775,0.0107941715,0.017399667,0.089960132
미국_옥수수(-16~-20),391.0,0.009973426066496163,0.006487821338307102,0.001149186,0.0059221,0.008573537,0.012494816,0.058728691,142.0,0.012103007232394365,0.007371865465020989,0.000880162,0.007018838,0.010232818,0.015227981,0.037299918
코스닥수익률표준편차(-1~-5),391.0,0.01194011541943734,0.007166317895571233,0.00139623,0.0067271735,0.010187155,0.014879577,0.047211074,142.0,0.012496054288732395,0.007401063073748569,0.001809332,0.0064286379999999995,0.010609856,0.01650524625,0.033112508
코스닥수익률표준편차(-6~-10),391.0,0.011506295565217392,0.00647878947270131,0.001942707,0.0069204425,0.010090748,0.014018496,0.045513261,142.0,0.011989803866197184,0.006589288110482199,0.002456019,0.007965077249999999,0.010353231000000001,0.01582329825,0.035865804
코스닥수익률표준편차(-11~-15),391.0,0.012217699097186702,0.007764110286211739,0.001322594,0.006877498500000001,0.010338014,0.015258767,0.047211074,142.0,0.010987045464788734,0.006125318095644903,0.001389065,0.0063415835,0.0094963415,0.01436625075,0.035865804
코스닥수익률표준편차(-16~-20),391.0,0.012028596744245522,0.006630897453213451,0.001468309,0.0069567885,0.010827238,0.015457515000000002,0.038466046,142.0,0.011390492154929576,0.0070888683366718995,0.001767326,0.00602007875,0.0091424665,0.01507468025,0.035865804
코스피수익률표준편차(-1~-5),391.0,0.008541413928388746,0.004739899617678102,0.001089792,0.0054955865,0.007638257,0.010465664999999999,0.03697357,142.0,0.008456628852112676,0.004538814778432075,0.002060445,0.0055572275,0.00757786,0.01016680725,0.024257241
코스피수익률표준편차(-6~-10),391.0,0.008401805319693093,0.004206305259143384,0.001549883,0.0054328275,0.00756947,0.01053829,0.026777325,142.0,0.007989922535211268,0.0037213995488454723,0.001894898,0.005256792,0.007418646,0.010075327249999998,0.019545892
코스피수익률표준편차(-11~-15),391.0,0.009120182890025575,0.005415705091558798,0.001214768,0.005649765,0.007796665,0.0113140575,0.03697357,142.0,0.007630819535211267,0.0038454605406770307,0.001658795,0.004736038,0.006999386999999999,0.009605794499999999,0.022830003
코스피수익률표준편차(-16~-20),391.0,0.009038141286445013,0.004335777258121857,0.001686547,0.0059461265,0.008128839,0.011227875,0.025969347,142.0,0.008045512514084507,0.004342188841101964,0.001658795,0.0047559715,0.0075742595,0.0097816655,0.024257241
나스닥수익률표준편차(-1~-5),391.0,0.011696455709389198,0.008076612332107531,0.0018932024600335,0.0061060672957813,0.0097509035439152,0.0149896630619546,0.0815332277435286,142.0,0.011368921339049834,0.007921506635578595,0.0020517411918474,0.0058141067678703,0.00837746673484335,0.01499140216253425,0.0339125806683455
나스닥수익률표준편차(-6~-10),391.0,0.01150082824182676,0.006947905165308494,0.001434976037709,0.0061606492789953,0.0098826650170239,0.01495489833493195,0.0403439256325616,142.0,0.010352040800950705,0.006979843387268679,0.0015469917795674,0.0049112816509193245,0.007873942835534099,0.0144313127082542,0.0313977367553741
나스닥수익률표준편차(-11~-15),391.0,0.011491749335915085,0.006726699090051408,0.0017239694504447,0.0063512929125293,0.0095172566078747,0.015154436931603,0.0326320228493617,142.0,0.01046256626173168,0.007227754419239818,0.0015469917795674,0.0053802955381444,0.0078425731803798,0.0131528138467134,0.0359977203530693
나스닥수익률표준편차(-16~-20),391.0,0.01127056954052998,0.006407449060249107,0.0018932024600335,0.006408076830909101,0.0095172566078747,0.0146969454222605,0.0359036618575484,142.0,0.010286863158579131,0.006681845415385061,0.0014065029169557,0.005672722363027825,0.0083039199161071,0.012619401347012725,0.0286792154865016
원달러환율수익률표준편차(-1~-5),391.0,0.0051293052820270985,0.0024171921891098774,0.0013832262256324,0.0035288369683002,0.0045909192500385,0.0063213374967470495,0.0195620552211228,142.0,0.004676836030479027,0.002419244110120868,0.0009641740267239,0.0030941498543571,0.004166703768962001,0.0058503825916102,0.0129222332632407
원달러환율수익률표준편차(-6~-10),391.0,0.005076384754167239,0.0021816582858199206,0.001086504785598,0.0035847809191633002,0.004643233765582,0.006515608027458,0.0148308677416604,142.0,0.004731980244002874,0.002114933953920819,0.000915312377646,0.003367896113627425,0.0043963205298194,0.0058239038200198,0.0129250215150648
원달러환율수익률표준편차(-11~-15),391.0,0.005270162720728416,0.0024617723016635285,0.0009634500506635,0.0035925684885968,0.0047343958813914,0.0065603158913018,0.0204920381820373,142.0,0.004393187621282075,0.0018258760145378502,0.0003560073486516,0.003068215929585375,0.0042262481558272,0.005358210993812975,0.0094837032107677
원달러환율수익률표준편차(-16~-20),391.0,0.005037635434373992,0.002259617226515454,0.0009634500506635,0.00344005424275465,0.004613726218908,0.006272122197669551,0.0136431193729038,142.0,0.004104040808733492,0.0018208563344622767,0.0003560073486516,0.0027367095932218,0.00393713977405835,0.0054214642753958,0.0087254769770563
