1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,상장일,kospi200(-20),nasdaq(-20),putcall(-20),미국10년물국채금리수익률(-20),환율변동률(-20),코스피변동률(-20),코스닥변동률(-20),런던_가스오일(-1~-5),런던_가스오일(-11~-15),런던_가스오일(-16~-20),탄소배출권(-1~-5),탄소배출권(-6~-10),탄소배출권(-11~-15),탄소배출권(-16~-20),가솔린(-1~-5),가솔린(-6~-10),가솔린(-11~-15),가솔린(-16~-20),천연가스(-1~-5),천연가스(-6~-10),천연가스(-11~-15),천연가스(-16~-20),은(-1~-5),은(-6~-10),은(-11~-15),은(-16~-20),주석(-1~-5),주석(-6~-10),주석(-11~-15),주석(-16~-20),납(-1~-5),납(-6~-10),납(-11~-15),납(-16~-20),아연(-1~-5),아연(-11~-15),아연(-16~-20),알루미늄(-1~-5),알루미늄(-11~-15),알루미늄(-16~-20),니켈(-1~-5),니켈(-6~-10),니켈(-11~-15),니켈(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),미국_원면(-1~-5),미국_원면(-6~-10),미국_원면(-11~-15),미국_원면(-16~-20),현미(-1~-5),현미(-6~-10),현미(-11~-15),현미(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),런던_소맥(-1~-5),런던_소맥(-6~-10),런던_소맥(-11~-15),런던_소맥(-16~-20),오렌지주스(-1~-5),오렌지주스(-6~-10),오렌지주스(-11~-15),오렌지주스(-16~-20),원목(-1~-5),원목(-6~-10),원목(-11~-15),원목(-16~-20),미국_대두유(-1~-5),미국_설탕(-1~-5),미국_설탕(-11~-15),미국_대두박(-1~-5),미국_대두박(-6~-10),미국_대두박(-16~-20),생우(-1~-5),생우(-6~-10),생우(-11~-15),생우(-16~-20),런던_커피(-1~-5),런던_커피(-11~-15),런던_커피(-16~-20),런던_설탕(-1~-5),런던_설탕(-6~-10),런던_설탕(-11~-15),런던_설탕(-16~-20),귀리(-1~-5),귀리(-6~-10),귀리(-11~-15),귀리(-16~-20),런던 코코아 선물 과거 데이터(-1~-5),런던 코코아 선물 과거 데이터(-6~-10),런던 코코아 선물 과거 데이터(-11~-15),런던 코코아 선물 과거 데이터(-16~-20),육우(-1~-5),육우(-6~-10),육우(-11~-15),육우(-16~-20),코스닥수익률표준편차(-1~-5),코스닥수익률표준편차(-6~-10),코스닥수익률표준편차(-11~-15),코스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),회사명,경기국면
0.020408136,0.025649717,0.033184379,0.024569758,225190,2017-06-02,-0.031107739,0.028227266,0.45,-0.058698426,-0.010234692,0.056287646,0.043739923,0.016575517,0.00803373,0.010826725,0.018434935,0.027870866,0.015029971,0.016902525,0.008533283,0.016708291,0.012129091,0.005599951,0.007435374,0.016077558,0.023367449,0.015190585,0.004264334,0.004376662,0.013598685,0.005709273,0.002771791,0.003472986,0.003092667,0.007053147,0.006482397,0.007540494,0.015526519,0.011304476,0.005753618,0.018294791,0.005398393,0.006052009,0.00540577,0.004894249,0.010198203,0.010194295,0.008566732,0.007741882,0.002381244,0.006379931,0.003242995,0.010761109,0.010022081,0.02628393,0.014569822,0.004456022,0.007241177,0.007419694,0.03063391,0.009752575,0.010847592,0.009941541,0.020493416,0.013237472,0.005393329,0.002581045,0.031903685,0.011811204,0.010598234,0.011842104,0.007674808,0.004349799,0.014053342,0.003026235,0.004461714,0.009518543,0.008854784,0.010918212,0.009241322,0.015892935,0.010763825,0.008138234,0.026642104,0.003227337,0.018375849,0.013957201,0.003633334,0.004069015,0.006636512,0.010426928,0.010027608,0.002192223,0.010228366,0.00613652,0.010983167,0.011817565,0.012408851,0.014243557,0.010687064,0.013957193,0.006369914,0.00767171,0.011343497,0.020715959,0.027014729,0.031248753,0.01368975,0.009090946,0.013068652,0.01129712,0.003523314,0.00876078,0.005136294,0.004214428,0.005102112,0.007796752,0.0029443587675259,삼양옵틱스,1
0.028503631,0.037127658,0.0280765029999999,0.005477226,272550,2017-11-29,-0.054373522,0.027452289,0.1,-0.019392917,-0.029967892,-0.01653843,0.111171795,0.001329002,0.015300877,0.00742751,0.0092131,0.018122877,0.022595611,0.010027993,0.005132216,0.007866018,0.014441394,0.003740618,0.0188978,0.019156908,0.01119366,0.007765885,0.005587886,0.016069882,0.008825111,0.007607773,0.001527624,0.002733727,0.004507805,0.000835591,0.009945813,0.005592643,0.015095475,0.001505855,0.006702809,0.013000229,0.003931444,0.008828233,0.007650823,0.00462085,0.018521577,0.006316234,0.027643421,0.024144661,0.011372558,0.005072596,0.006963083,0.006363524,0.005853935,0.009601372,0.004082577,0.013321187,0.011497516,0.00483429,0.006158372,0.004220655,0.004580704,0.031078037,0.002752174,0.009894755,0.021963901,0.022234166,0.004612163,0.004905506,0.002546052,0.012208762,0.009543311,0.010596747,0.006433123,0.004778387,0.003783492,0.00550607,0.00222354,0.007276815,0.007207749,0.015357361,0.010651585,0.05796224,0.009407644,0.007648731,0.012328958,0.00576923,0.007632432,0.010534715,0.00815975,0.005562808,0.009422408,0.00584829,0.006682986,0.010715363,0.007243978,0.004648795,0.007371173,0.011235562,0.009132168,0.005252072,0.010878674,0.009116478,0.016342195,0.006489503,0.008222117,0.010096937,0.009939813,0.003191736,0.003308435,0.010482813,0.01687154,0.003169763,0.016510167,0.009001901,0.010204041,0.004843738,0.0043540761657066,삼양패키징,1
0.780604917,0.007979787,0.014841395,0.016115738,361670,2021-05-21,0.008970976,-0.034320887,-0.165467626,0.04425914,0.017693551,-0.002957442,-0.049979456,0.020537594,0.007118898,0.008733476,0.050250192,0.024877685,0.014373845,0.013187882,0.017886258,0.016910887,0.008197727,0.010038236,0.029502949,0.004022657,0.006774065,0.007831848,0.016535462,0.010540236,0.016043904,0.021544627,0.017912632,0.009684319,0.009014902,0.010585041,0.019253419,0.010606883,0.011348683,0.011803714,0.024478636,0.012072688,0.009270771,0.014541925,0.011376579,0.005822302,0.021683787,0.017949838,0.010430446,0.005559852,0.016510765,0.007784909,0.006216042,0.02136171,0.007147081,0.023141516,0.031984643,0.014580484,0.018621784,0.019111715,0.005273556,0.004697209,0.011135544,0.015610612,0.013153998,0.015556189,0.00280596,0.002357957,0.002374323,0.0237121,0.030020678,0.018648861,0.010799005,0.01645771,0.013663714,0.005941243,0.003445129,0.022525004,0.012751196,0.01386974,0.011167555,0.08392221,0.022797678,0.027957378,0.020540462,0.019011241,0.010276049,0.001728591,0.008748138,0.028879239,0.015403071,0.005706179,0.011578855,0.007865788,0.011610454,0.019505576,0.007306854,0.018813183,0.006957473,0.024283877,0.002162544,0.010673643,0.009735589,0.024525376,0.005976773,0.006719671,0.013463661,0.014657638,0.010129433,0.011545916,0.0038184,0.004784342,0.013824995,0.013795961,0.011879762,0.012688669,0.011711904,0.006433939,0.0064840893473107,삼영에스앤씨,1
0.303229011,0.069996236,0.060338818,0.043671696,263810,2017-10-16,-0.235490327,0.02341876,0.357894737,0.018352731,0.003629603,0.055424709,0.01343441,0.005569787,0.019686564,0.005887269,0.005422212,0.02345879,0.009721052,0.018420145,0.01380634,0.019119109,0.01569573,0.010689464,0.011277218,0.013326003,0.012875545,0.017581163,0.005503396,0.006408349,0.000988333,0.0075904,0.001724909,0.012042509,0.005318673,0.000821503,0.00567581,0.013643037,0.018330916,0.00552747,0.011961551,0.010011472,0.005225502,0.008555066,0.008274747,0.007270939,0.012042465,0.017044447,0.015913427,0.014540203,0.005000537,0.005564113,0.012495992,0.014130352,0.009508665,0.011171021,0.010274214,0.008742834,0.006180607,0.01196636,0.005921104,0.008336174,0.007857583,0.004480555,0.004743071,0.014023084,0.017201357,0.019431078,0.009157828,0.008012272,0.001060353,0.005403149,0.005426654,0.004761524,0.004571964,0.005765445,0.004242687,0.022196041,0.013257373,0.01202434,0.014541125,0.009401562,0.008843273,0.006501002,0.010791998,0.005189348,0.005291925,0.027937179,0.016361479,0.006911335,0.007645041,0.00642607,0.008522814,0.009373033,0.004895181,0.010740137,0.003847514,0.01262827,0.00507229,0.007155271,0.015043423,0.010946957,0.014873427,0.009464764,0.010145905,0.006514039,0.012168732,0.019386202,0.006952158,0.016161672,0.002550503,0.001481403,0.01029591,0.00593046,0.006357135,0.011086592,0.00894069,0.006179244,0.0036691076563723,상신전자,1
0.4723347249999999,0.054151805,0.053986183,0.09701153,107600,2022-08-04,-0.218220339,0.090076504,0.253012048,-0.098,-0.000152975,0.054483843,0.075715398,0.03444644,0.029105188,0.029909468,0.012834682,0.017946167,0.024039145,0.011582867,0.026610013,0.042159117,0.020801313,0.009653129,0.050026352,0.040750378,0.048414444,0.043180937,0.008453739,0.03229939,0.003069668,0.011039138,0.011301767,0.016111705,0.004241757,0.010459782,0.007749587,0.011830474,0.01220107,0.027836901,0.006155231,0.01336094,0.015793236,0.010123684,0.007242173,0.021380953,0.029540714,0.045272687,0.015966018,0.027934756,0.006031269,0.009334811,0.018652358,0.016320754,0.014053682,0.017428005,0.031987067,0.012976801,0.017959191,0.003698694,0.02718332,0.010468801,0.005567285,0.005960948,0.015027458,0.005428716,0.010994677,0.009812786,0.011837056,0.011938739,0.013056712,0.012437083,0.058728691,0.009089037,0.014354761,0.030252034,0.024068642,0.014576801,0.024930795,0.007086422,0.01692345,0.026577301,0.011659704,0.025081537,0.044698071,0.016590579,0.002460016,0.010939328,0.01460735,0.024243593,0.036468532,0.004485591,0.00396314,0.005472125,0.003066377,0.002034512,0.005549365,0.016286181,0.006438526,0.023963027,0.00706824,0.033217645,0.018604282,0.021029515,0.018806655,0.133809285,0.010921784,0.019701947,0.010105121,0.009492319,0.014395567,0.010545056,0.008979581,0.009271594,0.006386456,0.005543294,0.008701151,0.016145995,0.0063125392944629,새빗켐,0
0.644338343,0.0300161289999999,0.055145761,0.035090911,411080,2023-02-15,0.097156398,0.091552408,-0.080808081,0.112659354,0.027406094,0.027409932,0.087447168,0.014533196,0.022030267,0.017855027,0.013199908,0.016019293,0.022434465,0.024141253,0.013135676,0.014474955,0.053963791,0.015992649,0.041001468,0.044803703,0.032302193,0.01886365,0.004523143,0.008780017,0.022913209,0.009376991,0.013119146,0.028212013,0.020717948,0.035196135,0.011596002,0.004767964,0.007260881,0.012507571,0.015678055,0.019515799,0.012657366,0.010161568,0.014268247,0.005945839,0.024978545,0.038780056,0.035885917,0.015635482,0.011015391,0.010852118,0.005895297,0.015242164,0.011464359,0.039890823,0.012740631,0.002900529,0.019062906,0.010325047,0.011213995,0.005849188,0.013612463,0.006606466,0.005250666,0.000997437,0.003627792,0.011470954,0.007607258,0.007287394,0.007324401,0.005083207,0.004954775,0.005103979,0.006457631,0.004994359,0.010235584,0.03604423,0.013386548,0.022212915,0.007380876,0.011663415,0.013599501,0.014720024,0.039181309,0.01223488,0.01269284,0.019703079,0.006250081,0.013253528,0.014437169,0.003022427,0.001864271,0.004155531,0.006814085,0.005252681,0.019169664,0.013218612,0.009101908,0.009628056,0.022513903,0.007253446,0.008453083,0.007452354,0.008256905,0.008985592,0.007257362,0.010744956,0.003302324,0.006229651,0.003022006,0.003510998,0.00888098,0.01202033,0.010338014,0.01054306,0.008902104,0.00702634,0.0038062118855139,샌즈랩,0
0.182525738,0.019433939,0.017919542,0.027208455,252990,2021-05-20,0.015033408,-0.037534703,0.181818182,0.08690013,0.013235557,-0.01479492,-0.060840408,0.020059819,0.010353632,0.014450541,0.03210632,0.023891261,0.007471727,0.012956522,0.015030354,0.016954138,0.008079225,0.015097618,0.028887915,0.006538763,0.007191175,0.005490934,0.016632321,0.010554462,0.016265343,0.022256836,0.017847727,0.009642238,0.013587325,0.005037344,0.017695839,0.010372908,0.011335563,0.010649097,0.024301103,0.01313601,0.006238252,0.014635647,0.009805369,0.007605747,0.02128442,0.019783565,0.005843447,0.00754918,0.016581476,0.007815633,0.006898404,0.02136171,0.013083637,0.032279455,0.005404837,0.012081488,0.017021886,0.016573044,0.010811926,0.0040044,0.010745164,0.015031206,0.012524431,0.014592071,0.002744526,0.002216106,0.005278177,0.022528907,0.028861261,0.007538936,0.025464022,0.017077049,0.016648882,0.003264333,0.002382773,0.017452536,0.013703692,0.014577252,0.015818973,0.07667349,0.030367635,0.010873582,0.021454024,0.020496438,0.009987569,0.011097313,0.009312059,0.028987868,0.015459467,0.0052619,0.015871106,0.005485712,0.012920362,0.018559075,0.019731073,0.005355286,0.00695697,0.024481305,0.010215858,0.005262302,0.005208129,0.023394986,0.008253527,0.006311552,0.01343477,0.015468811,0.009297482,0.015103069,0.003412632,0.011778916,0.008374615,0.010288521,0.013083252,0.010900075,0.007821146,0.005382062,0.0085152416657981,샘씨엔에스,1
0.026313058,0.026330173,0.017333638,0.024089105,263540,2017-09-15,-0.119847328,0.033296836,-0.009345794,0.000915332,-0.007395017,0.008179378,0.033919637,0.00992585,0.011962733,0.009823864,0.020550605,0.027505248,0.011505739,0.004170376,0.009648954,0.007640863,0.023684495,0.056735274,0.0085755,0.015141777,0.02180704,0.005864413,0.005032315,0.005356837,0.005717433,0.010535712,0.00612726,0.005961497,0.001542029,0.004594584,0.008177565,0.018440878,0.004777905,0.012125069,0.011990663,0.011771294,0.008139977,0.009418993,0.008666557,0.005928165,0.027000099,0.029681603,0.012559185,0.012401412,0.009941841,0.0158728,0.005210297,0.010729939,0.008453992,0.004387456,0.008881355,0.016951458,0.016669845,0.006679071,0.010786588,0.012531969,0.005945011,0.004937977,0.005269117,0.014611645,0.025497739,0.00044621,0.017630743,0.009593835,0.010843881,0.018263159,0.00532192,0.004975027,0.005554966,0.007343705,0.00498168,0.025540933,0.038967063,0.013767579,0.008004188,0.016778195,0.015458222,0.006507595,0.012014047,0.003152234,0.016046348,0.028542824,0.015919781,0.015346036,0.002755558,0.007897538,0.008508821,0.005607602,0.004767639,0.00964516,0.007668878,0.006172203,0.017785153,0.008626931,0.022309505,0.008129701,0.007696286,0.038212535,0.009306745,0.011934991,0.009257535,0.013143628,0.002187611,0.010060048,0.003061928,0.009296898,0.00056332,0.003082463,0.006179244,0.010584845,0.001389065,0.004348919,0.0038467045235733,샘코,1
0.361159157,0.045765817,0.012887319,0.049517855,378800,2022-10-19,0.16395112,-0.039909308,0.037037037,0.133842671,0.030411706,-0.044874897,-0.072907662,0.018336774,0.036346174,0.02062505,0.006413383,0.027397243,0.011284517,0.010255753,0.012646267,0.02254427,0.021357737,0.037471658,0.02303544,0.032356389,0.0295781,0.023056316,0.028653787,0.015235905,0.020455312,0.03635198,0.006342425,0.020341968,0.017660056,0.013175111,0.003436617,0.021022684,0.02282257,0.018077737,0.014152733,0.028134879,0.012428786,0.014550804,0.029595198,0.020837151,0.013770668,0.016173632,0.019379625,0.02627345,0.006518577,0.009172585,0.006330137,0.011399734,0.019974298,0.02120588,0.011511111,0.00852954,0.025259573,0.034343176,0.039734227,0.003028108,0.004131499,0.003225223,0.006264851,0.043031461,0.005931518,0.02347907,0.002372489,0.005243194,0.011122493,0.008605429,0.005510847,0.01253482,0.023795478,0.012177391,0.012926651,0.019828235,0.029004122,0.024469041,0.01492677,0.022855444,0.04499256,0.016345636,0.012777531,0.015326264,0.002899879,0.013656717,0.009381065,0.011242474,0.007940993,0.002742339,0.004302999,0.002332385,0.005710305,0.009162239,0.00735282,0.008654774,0.008235854,0.004754113,0.013243642,0.004690692,0.011917866,0.009684177,0.020746438,0.011818587,0.012431935,0.008179383,0.011063928,0.006571547,0.006883385,0.012553679,0.007321956,0.010773552,0.02620104,0.032796099,0.025572442,0.016145983,0.0061999310737985,샤페론,0
0.277978609,0.034278083,0.044665165,0.044451243,294630,2020-02-20,0.262317835,0.046187212,-0.138888889,-0.094165222,0.025284777,-0.013104492,0.012209543,0.014815517,0.013701671,0.019574929,0.014276487,0.014235178,0.010775093,0.014196399,0.009827093,0.017043458,0.010572975,0.051809538,0.011663824,0.027781071,0.003991621,0.012516328,0.008976023,0.008091212,0.006886104,0.008370854,0.003846555,0.005595621,0.017750617,0.011921266,0.007659755,0.018503033,0.009902893,0.020623282,0.008849412,0.017605079,0.013282791,0.000318166,0.010018702,0.008884842,0.011222455,0.015190607,0.017385674,0.010473306,0.003345931,0.007013144,0.007193758,0.010763132,0.019855293,0.003027458,0.022728436,0.00439727,0.00767582,0.00313182,0.011583724,0.003289299,0.008616334,0.003148636,0.002205929,0.074531377,0.008129668,0.00788518,0.030855075,0.007498307,0.006732876,0.006210202,0.005895235,0.001489835,0.005375341,0.004919187,0.003421647,0.00844213,0.017846896,0.004210757,0.008320024,0.015344837,0.010554677,0.015535531,0.014409395,0.006247677,0.009544314,0.005263573,0.001755845,0.003934513,0.00202944,0.002333765,0.00900138,0.003951496,0.002020177,0.00696073,0.006190078,0.01821095,0.007855706,0.038418287,0.015157198,0.013135952,0.012576862,0.01557693,0.005237871,0.014293156,0.006478211,0.005396117,0.00953421,0.007758632,0.004761458,0.008758411,0.006085713,0.02137422,0.007671426,0.006363848,0.018587018,0.018318476,0.003353939803624,서남,1
0.2395517329999999,0.0626674,0.096806988,0.138800043,92190,2020-03-06,0.349686252,-0.087081848,0.096774194,-0.420353982,0.004232267,-0.057275255,-0.033361581,0.016328344,0.020684278,0.014815517,0.010465553,0.01287992,0.017302862,0.014276487,0.021140887,0.018236599,0.01238452,0.009827093,0.024887274,0.017038342,0.016427614,0.011663824,0.010876179,0.028631559,0.008518644,0.008976023,0.007558585,0.011014533,0.003272507,0.003846555,0.007136723,0.018511895,0.008024633,0.007659755,0.013893647,0.014343963,0.008849412,0.006265984,0.004218745,0.000318166,0.017868666,0.008893485,0.005975859,0.011222455,0.01179719,0.005151497,0.003345931,0.049354653,0.011665948,0.032373246,0.010763132,0.015552627,0.016549897,0.009963748,0.00439727,0.011489447,0.00293776,0.00235274,0.003289299,0.006229886,0.018751335,0.015942028,0.074531377,0.01241353,0.008279185,0.005168869,0.007498307,0.006209988,0.004121837,0.005711406,0.001489835,0.019693059,0.011139023,0.013642702,0.00844213,0.025448135,0.014011162,0.017028511,0.015344837,0.01172946,0.018810794,0.012540592,0.010036185,0.008325034,0.001755845,0.015218749,0.007737501,0.009592586,0.002333765,0.02210292,0.011517637,0.00696073,0.005194151,0.007780878,0.010753568,0.007855706,0.02157518,0.009872881,0.013863044,0.012576862,0.007537538,0.006934408,0.007353251,0.006478211,0.010831925,0.011629308,0.013017049,0.004761458,0.028617329,0.02662208,0.007755048,0.003750269,0.004592521749705,서울바이오시스,1
0.238775036,0.033488759,0.036013928,0.026283968,178320,2017-03-27,0.212953876,-0.005656812,-0.354545455,0.008760951,-0.016508606,0.035733387,-0.010687271,0.007245934,0.011199811,0.020399322,0.018643828,0.01165074,0.010461389,0.014841551,0.00621717,0.004289461,0.00696557,0.010186418,0.015341252,0.013293511,0.022367528,0.021984755,0.003899891,0.003600614,0.010947202,0.006351304,0.008866265,0.003048024,0.009988006,0.003913758,0.019708695,0.012115981,0.011794861,0.003793091,0.009820232,0.011856316,0.010047662,0.002939516,0.008905348,0.004167933,0.005815192,0.005340324,0.013469684,0.020721974,0.004206536,0.009267961,0.007239953,0.008361612,0.010350043,0.005723226,0.007226746,0.003018442,0.006338234,0.00639086,0.008248169,0.005063344,0.006680405,0.01069017,0.00701669,0.017217111,0.005492967,0.015551618,0.006769325,0.003252365,0.005914078,0.014189232,0.005840084,0.00495393,0.002663039,0.004391804,0.004510035,0.011929305,0.016948031,0.010216987,0.015029313,0.004844229,0.012287888,0.031943066,0.012753332,0.014987934,0.007471222,0.002320728,0.004329373,0.002900968,0.004105513,0.010262458,0.004414559,0.010129481,0.004460259,0.004743999,0.002890223,0.005796387,0.008886144,0.01282546,0.003583685,0.013976114,0.007107502,0.007654631,0.022092766,0.018374257,0.01100192,0.028302988,0.020362657,0.007696498,0.007385425,0.0026376,0.007378446,0.006672315,0.004362246,0.006840319,0.00423055,0.004931379,0.0077898980893587,서진시스템,1
0.158717888,0.039324611,0.016780256,0.031247288,140070,2017-01-25,0.086086957,0.025311709,0.068965517,-0.018710191,-0.032025222,0.020385381,-0.022860969,0.010635141,0.014745343,0.011357674,0.032897361,0.061119472,0.048494474,0.046056112,0.008830666,0.014826545,0.016681091,0.016641922,0.025066005,0.022518501,0.031918452,0.025437843,0.003929588,0.01398298,0.005173451,0.006374462,0.016410716,0.007574344,0.002876387,0.003259819,0.009956771,0.007630704,0.023730485,0.014511602,0.007934159,0.012368644,0.010327579,0.005264433,0.006982123,0.004611653,0.012004622,0.011159664,0.025332501,0.003611236,0.009472607,0.010286709,0.004039027,0.014075723,0.005765618,0.010341158,0.008003474,0.0129243,0.003077023,0.005223752,0.006399953,0.006395525,0.015595631,0.020914832,0.003823658,0.002918636,0.00505903,0.009710814,0.006885571,0.009552201,0.008684699,0.003012089,0.005688093,0.009066815,0.009137131,0.006302826,0.005501714,0.015252108,0.021585235,0.005575574,0.013858633,0.005296218,0.031100606,0.019702545,0.011423097,0.004077828,0.010594221,0.007860435,0.00674482,0.022728737,0.011019748,0.003138654,0.003995604,0.014888576,0.007722781,0.006978197,0.013125718,0.003300647,0.009024346,0.012149108,0.005176077,0.004256355,0.012253581,0.01555207,0.012186198,0.014961705,0.004280784,0.010589103,0.022296773,0.011089237,0.004636417,0.003167053,0.014820446,0.003628211,0.005552004,0.006042739,0.005559316,0.005772721,0.0122004923055177,서플러스글로벌,0
0.683715802,0.050168247,0.060312727,0.026703502,357550,2020-12-23,0.097502402,0.064064413,0.231404959,0.044217687,-0.00899928,0.050792992,0.073527372,0.023599215,0.016473063,0.006845878,0.013050591,0.018245402,0.019788051,0.02247919,0.013233839,0.008831934,0.014552219,0.008888403,0.010400483,0.016306927,0.019943276,0.050261568,0.016574998,0.019375872,0.013975322,0.009466417,0.003335858,0.008146973,0.006265759,0.003743509,0.017812546,0.009868348,0.009875186,0.013372961,0.011036506,0.016326673,0.004585621,0.008713359,0.017107424,0.009235997,0.015715728,0.009862032,0.02062649,0.013028504,0.010529348,0.005030592,0.004685426,0.005736048,0.017094968,0.018123246,0.012461777,0.013963235,0.008468796,0.019490966,0.007262848,0.008183745,0.010641139,0.002476936,0.006632671,0.001874501,0.012764213,0.00513094,0.008802513,0.005056474,0.010253401,0.008078914,0.008288946,0.004231643,0.011790541,0.014826506,0.005675311,0.0057454,0.017425239,0.030805009,0.013077944,0.015982299,0.015104689,0.019984785,0.013833028,0.005196551,0.008497434,0.024066325,0.009386838,0.008891092,0.008916825,0.004902281,0.003723007,0.00488966,0.00464492,0.002824641,0.008017241,0.00622948,0.00663636,0.011628062,0.019681822,0.008208353,0.00209669,0.015064094,0.006867957,0.018465526,0.010399251,0.016384322,0.019072802,0.005404274,0.002782058,0.002134217,0.007694991,0.007683923,0.014466608,0.003521887,0.014341591,0.008360905,0.0036199800248686,석경에이티,0
0.086046633,0.033380189,0.023322135,0.060409122,171090,2017-09-20,-0.100713719,0.026016731,-0.071428571,0.01308074,-0.006780557,0.020981237,0.047801028,0.010279796,0.009648306,0.011962733,0.027511999,0.020550605,0.027505248,0.011505739,0.010503628,0.009648954,0.007640863,0.023684495,0.018973592,0.0085755,0.015141777,0.02180704,0.014648594,0.005032315,0.005356837,0.005717433,0.003944585,0.00612726,0.005961497,0.001542029,0.008126934,0.008177565,0.018440878,0.004777905,0.011274815,0.020296776,0.011771294,0.010602067,0.00589199,0.008666557,0.004165235,0.027000099,0.029681603,0.012559185,0.003569269,0.009941841,0.002764768,0.023721552,0.010729939,0.008453992,0.004387456,0.00437926,0.016951458,0.016669845,0.006679071,0.009707722,0.012531969,0.005945011,0.004937977,0.017971232,0.014611645,0.025497739,0.00044621,0.019617221,0.009593835,0.010843881,0.018263159,0.003946936,0.004975027,0.005554966,0.007343705,0.006278315,0.025540933,0.038967063,0.013767579,0.022000754,0.016778195,0.015458222,0.006507595,0.007256667,0.021708177,0.015673694,0.007192942,0.015919781,0.003573401,0.003763119,0.007897538,0.008508821,0.005607602,0.006291703,0.012853534,0.007668878,0.019300065,0.017785153,0.008626931,0.022309505,0.015895764,0.007696286,0.038212535,0.009306745,0.007285303,0.009257535,0.013143628,0.002187611,0.003985091,0.003061928,0.009296898,0.00056332,0.005667635,0.005855189,0.009231979,0.002702951,0.0027625672464071,선익시스템,1
0.740673162,0.079072859,0.020558526,0.036677268,86710,2021-01-27,0.296024201,0.056331188,-0.080645161,0.09893617,0.004552905,0.11338375,0.038217691,0.006676621,0.017921553,0.007093739,0.014926327,0.024469562,0.02419634,0.016749332,0.005617386,0.006866886,0.013100959,0.018212694,0.02827839,0.017137154,0.017005676,0.010936821,0.005371078,0.009308337,0.018780503,0.048098905,0.011466695,0.010880404,0.004828377,0.006267051,0.006535681,0.007144867,0.018002611,0.008767034,0.008214767,0.009641721,0.014311143,0.004175686,0.004592345,0.003523227,0.006886549,0.00415891,0.023089271,0.019092239,0.002804343,0.006691684,0.0155266,0.010699838,0.009502092,0.013561872,0.014050503,0.008278837,0.004971814,0.009705647,0.004421101,0.002972742,0.003119823,0.010043698,0.00297495,0.012088908,0.018276209,0.017564561,0.004070624,0.032099837,0.006047078,0.021928204,0.004574103,0.006846799,0.01148208,0.00967823,0.006180411,0.013275362,0.010937337,0.017880375,0.007518277,0.027520555,0.09190124,0.033939778,0.013395731,0.019283834,0.005421122,0.028266377,0.024039794,0.018211098,0.013023111,0.010216167,0.003176354,0.005159834,0.00410472,0.007842285,0.013322088,0.007386022,0.005437319,0.019532646,0.020492704,0.012403832,0.024819198,0.006240672,0.011363395,0.007712125,0.004151724,0.009375009,0.010577223,0.010733549,0.006530519,0.003388181,0.012979982,0.004730574,0.012075399,0.014610802,0.006811877,0.01220579,0.0038241508059047,선진뷰티사이언스,0
0.338947463,0.038001618,0.0253134749999999,0.08961472,365340,2022-07-28,-0.188702929,0.076448265,0.6,-0.07689758,0.013226081,0.035534845,0.067423267,0.01566856,0.045390269,0.022915234,0.004063823,0.020941964,0.01340604,0.017361979,0.017250445,0.026614766,0.012616895,0.028565729,0.029684952,0.055894237,0.046970828,0.043801719,0.009756153,0.00810925,0.027614769,0.004727676,0.005281422,0.005392924,0.022883704,0.024854247,0.006288338,0.017183888,0.043273448,0.014585861,0.006820892,0.020511722,0.006931229,0.011415886,0.007935736,0.009738464,0.009910243,0.024436749,0.04218557,0.012659275,0.006101099,0.020121098,0.017800196,0.011833066,0.043861866,0.030542875,0.017898113,0.014681339,0.020000396,0.037523871,0.030067938,0.003921439,0.01723282,0.010593338,0.004034997,0.009408916,0.018113707,0.003542037,0.002891048,0.014852915,0.016869061,0.059703317,0.037299918,0.015466654,0.034054396,0.017986487,0.081269534,0.028773069,0.020470374,0.010960127,0.049074216,0.013289205,0.030390056,0.031971364,0.011670272,0.010056064,0.010199814,0.013200294,0.022105722,0.008484641,0.013235844,0.003314539,0.005267767,0.004955453,0.007976467,0.007192198,0.014304598,0.010619584,0.0094218,0.028164623,0.007328449,0.010719564,0.018433241,0.027401425,0.129575861,0.030723591,0.015404826,0.012342087,0.014578269,0.011455448,0.008873935,0.009231762,0.008607406,0.01361482,0.005543294,0.008701151,0.016145995,0.025163397,0.0036687435470746,성일하이텍,0
