1~5일 수익률 표준편차,6~10일 수익률 표준편차,11~15일 수익률 표준편차,16~20일 수익률 표준편차,stock_code,상장일,VIXCLS,시장금리국고채3년,WTI유(-1~-5),WTI유(-6~-10),WTI유(-11~-15),WTI유(-16~-20),금(-1~-5),금(-6~-10),금(-11~-15),금(-16~-20),구리_미국(-1~-5),구리_미국(-6~-10),구리_미국(-11~-15),구리_미국(-16~-20),미국_커피(-1~-5),미국_커피(-6~-10),미국_커피(-11~-15),미국_커피(-16~-20),돈육(-1~-5),돈육(-6~-10),돈육(-11~-15),돈육(-16~-20),미국_옥수수(-1~-5),미국_옥수수(-6~-10),미국_옥수수(-11~-15),미국_옥수수(-16~-20),코스피수익률표준편차(-1~-5),코스피수익률표준편차(-6~-10),코스피수익률표준편차(-11~-15),코스피수익률표준편차(-16~-20),나스닥수익률표준편차(-1~-5),나스닥수익률표준편차(-6~-10),나스닥수익률표준편차(-11~-15),나스닥수익률표준편차(-16~-20),원달러환율수익률표준편차(-1~-5),원달러환율수익률표준편차(-6~-10),원달러환율수익률표준편차(-11~-15),원달러환율수익률표준편차(-16~-20),회사명,경기국면
0.0342209,0.049723355,0.021523638,0.047390221,79550,2015-10-02,20.94,1.584,0.016440113,0.019486289,0.032634324,0.027532302,0.005380536,0.011156299,0.009196606,0.007376978,0.022477402,0.016782178,0.012040619,0.011667338,0.01485645,0.019300696,0.008506811,0.016763375,0.01451293,0.009560598,0.014119973,0.020824356,0.004588187,0.011612398,0.012964501,0.015872261,0.011606518,0.013196092,0.016057092,0.006633193,0.0192643057746606,0.0072202545632203,0.0055886408650435,0.0162021925735466,0.0045095379027659,0.0045115830360049,0.004056095016264,0.0062187372221076,LIG넥스원,0
0.181174383,0.034411989,0.075719925,0.146188953,419530,2022-12-06,22.17,3.633,0.017283398,0.012456905,0.016701242,0.017306755,0.017382429,0.006095488,0.005125362,0.003319218,0.013228572,0.012578402,0.010644936,0.009542144,0.0126691,0.020212583,0.020862322,0.00739355,0.004405191,0.022169793,0.004033359,0.005058061,0.010450575,0.003038376,0.008933357,0.002011622,0.013657969,0.008673999,0.007171813,0.016593604,0.023931686759393,0.0128823221665767,0.0115821225285362,0.0359036618575484,0.0195620552211228,0.0138091400419819,0.0085471322256682,0.0093205818177276,SAMG엔터,1
0.061864715,0.044335685,0.030195778,0.016514327,255220,2018-01-26,11.08,2.222,0.007267173,0.00820736,0.003769616,0.007727548,0.00619719,0.005019623,0.00388371,0.003353079,0.023345387,0.004849849,0.001948308,0.003358451,0.010710002,0.015446467,0.004131896,0.011214227,0.006565656,0.019303493,0.011215346,0.011244373,0.007579467,0.006720701,0.003141096,0.006062624,0.008190935,0.003648788,0.007488774,0.00738835,0.0063848025107498,0.0064682456375927,0.0036082682018556,0.0082656339343959,0.0049291744258349,0.0059367183084539,0.0040546901467533,0.0020687203373997,SG,1
0.739828415,0.035191576,0.009274535,0.041241993,302440,2021-03-18,21.58,1.133,0.003627483,0.016649697,0.019638005,0.012969727,0.002830295,0.012857859,0.005040519,0.012530515,0.010112786,0.016770575,0.023874096,0.024089794,0.010307006,0.007733655,0.010697338,0.008139225,0.013269372,0.01275695,0.014710381,0.016755348,0.004194213,0.014843506,0.017558437,0.013874821,0.010644101,0.003073507,0.026777325,0.008262208,0.0118044080016429,0.0255570034195132,0.0265072990750484,0.0126653148766099,0.0037525678777487,0.0069102443507042,0.0148308677416604,0.0034216547412305,SK바이오사이언스,1
0.223469714,0.022818041,0.01286981,0.0129916509999999,361610,2021-05-11,21.84,1.128,0.006852875,0.009278202,0.017093457,0.012275934,0.007412059,0.008177135,0.001710357,0.00540245,0.015791962,0.006216042,0.011378793,0.008528038,0.023141516,0.031984643,0.022459218,0.009985184,0.002357957,0.002374323,0.014931126,0.008750296,0.018648861,0.010799005,0.025004254,0.018643368,0.008352284,0.007974054,0.008461737,0.003855069,0.0146196259963495,0.0038862141930765,0.0116716879535852,0.0108543968905766,0.0045979481702352,0.0055248765464098,0.0025434339288022,0.0025518529599295,SK아이이테크놀로지,1
0.063978004,0.026249571,0.048133356,0.064349499,289080,2018-07-06,13.37,2.101,0.02962179,0.014439684,0.022241599,0.010395011,0.007242299,0.003832393,0.001362416,0.00170317,0.012802972,0.004063053,0.006115195,0.008532072,0.016150345,0.00909032,0.007271397,0.002773752,0.004299622,0.007810024,0.010667601,0.019440317,0.019379629,0.013386538,0.009949706,0.006662718,0.010953633,0.00729003,0.010002383,0.010858409,0.0078681243992599,0.0098826650170239,0.0052636091532097,0.0047114419738665,0.0035975593265445,0.0014766924006507,0.0057988000085033,0.0018325739428739,SV인베스트먼트,1
0.4263570039999999,0.015198947,0.090664695,0.159238956,399720,2022-05-20,29.43,3.011,0.024901332,0.035364702,0.029918669,0.028184062,0.006087494,0.008886649,0.006844442,0.011705204,0.014472108,0.017679877,0.007377191,0.016917665,0.036670665,0.041056484,0.014223221,0.015934795,0.017432573,0.00381543,0.006087195,0.014518156,0.015957097,0.016692737,0.008400601,0.006286094,0.012809789,0.005963738,0.007000268,0.009489914,0.0339125806683455,0.0219201172988835,0.0359977203530693,0.028382320425839,0.0094837032107677,0.0054241340734541,0.0059796304164375,0.0032041893734314,가온칩스,1
0.270315366,0.063683648,0.042719141,0.0573822879999999,217730,2015-12-21,18.7,1.658,0.020493437,0.022910434,0.023694386,0.02890354,0.016244743,0.005630283,0.003909067,0.011594391,0.017516364,0.016619784,0.007609512,0.013403118,0.005401501,0.017651137,0.008176311,0.015183124,0.019895484,0.028681217,0.019167659,0.019111613,0.011553014,0.014284042,0.013041374,0.010793694,0.010706882,0.00380438,0.012775841,0.005818685,0.0137389061510624,0.0106511683329872,0.0145906333039279,0.0026263185108341,0.0080784422019567,0.0052829361921906,0.0062312269401524,0.005748841276494,강스템바이오텍,0
0.573845121,0.034148089,0.052141279,0.016660372,214390,2015-06-29,18.85,1.793,0.005795234,0.012969407,0.006640469,0.020824153,0.001622343,0.006506556,0.010531981,0.004840846,0.003505629,0.011064664,0.006285228,0.015858425,0.020672889,0.015228509,0.021308707,0.013817454,0.004922913,0.014233757,0.025007119,0.002310246,0.014292753,0.014430033,0.012690818,0.00898811,0.004969264,0.004831878,0.003148297,0.006044783,0.0059009306258405,0.0071209284784451,0.0083976149837181,0.0048307174405692,0.0031370900873314,0.0046850178345612,0.0071271219080871,0.00473246276384,경보제약,0
0.4707673129999999,0.1110439689999999,0.02746911,0.032289983,348150,2020-11-18,23.84,0.949,0.018900106,0.037341328,0.030702,0.021805444,0.003249489,0.024568064,0.012923848,0.00478087,0.008480516,0.00383133,0.005480494,0.004915334,0.026904167,0.007302446,0.012722454,0.00641185,0.007628114,0.009912673,0.021750402,0.006226016,0.006108049,0.022889868,0.007370101,0.003248153,0.010000238,0.009397015,0.018112485,0.005774503,0.0105300138923129,0.0240724874718927,0.0250994459407327,0.0089930148480758,0.0035445864671503,0.0022660235512779,0.0047993211097628,0.0037304613901756,고바이오랩,1
0.002236068,0.001369306,0.005225132,0.002738613,307870,2018-12-12,21.46,1.803,0.019648287,0.024327227,0.016939861,0.032508265,0.003727295,0.005522276,0.006108613,0.001698717,0.011533523,0.011407238,0.018642143,0.003659152,0.017457396,0.007284298,0.02690815,0.01262978,0.005672015,0.01211541,0.010575659,0.015488585,0.002258944,0.007487345,0.008029157,0.00385828,0.0076107,0.01035495,0.008022524,0.006756349,0.0214254531975044,0.012899685296374,0.0202340578496226,0.0162969829225348,0.0031242465637537,0.0043695185156494,0.0046388083032338,0.0046405574653315,골든브릿지이안5호,0
0.091781055,0.071518753,0.158954311,0.076562001,900280,2016-10-19,14.41,1.352,0.005406154,0.017400831,0.013913494,0.007325153,0.002506497,0.004081563,0.014033349,0.003369015,0.00226336,0.014571287,0.005671054,0.006354956,0.007452908,0.016648674,0.008343526,0.014537805,0.092323688,0.008589426,0.021566657,0.026435893,0.006245851,0.022124211,0.01023681,0.013860361,0.005849358,0.006921364,0.008855106,0.003983569,0.005134278494063,0.0087403305782002,0.0064301569909609,0.0093770842506649,0.0064508899662399,0.006964861341695,0.0074176014913981,0.005645084893703,골든센츄리,1
0.147098528,0.068991065,0.1113754549999999,0.064613157,366030,2022-03-23,23.57,2.426,0.029932975,0.05830684,0.063737015,0.036781123,0.003290152,0.013630023,0.018597884,0.007701649,0.005147485,0.018029654,0.016699278,0.029080425,0.012107817,0.023099688,0.023832984,0.0131602,0.007962947,0.008883412,0.020355878,0.019329127,0.013092242,0.039963399,0.020408771,0.009700086,0.008943832,0.013702005,0.01573323,0.014764776,0.0149997908129921,0.0278018761112091,0.019353128390496,0.0239219433808259,0.0090849411157851,0.0057917936521242,0.0057331785130982,0.0067769563888283,공구우먼,1
0.70482675,0.01738554,0.017864014,0.024876535,339770,2020-11-12,25.35,0.969,0.035973624,0.03280108,0.023431841,0.021577581,0.023808737,0.012453131,0.008770943,0.001359776,0.003220846,0.005005487,0.003976823,0.00609197,0.007409611,0.016438333,0.007678567,0.007277762,0.006957069,0.022089495,0.008569779,0.006702185,0.019344083,0.007835236,0.015103207,0.004534054,0.009349659,0.018098408,0.006079909,0.006881483,0.0189331184797758,0.0231848525005215,0.0184989471767065,0.0072092102146229,0.0022257399959245,0.0046079705500675,0.0038423284323846,0.001086504785598,교촌에프앤비,1
0.261263032,0.023295343,0.047688175,0.088601479,282720,2023-03-13,26.52,3.435,0.010267332,0.020518971,0.009964142,0.018899935,0.008072211,0.009779683,0.004670646,0.003347598,0.006030766,0.013054114,0.016591067,0.01672027,0.018374929,0.011253201,0.01103528,0.025402061,0.013926499,0.010726768,0.008757951,0.026576076,0.016424326,0.008869941,0.014036591,0.010768712,0.010053432,0.006582332,0.010233029,0.01337371,0.0105712344002765,0.0099395659006112,0.0131500360921094,0.0130783822928065,0.010004981238337,0.0087151069098337,0.0045390214107996,0.0035697619486731,금양그린파워,0
0.05424028,0.012299309,0.023251516,0.024475804,214330,2015-11-11,16.06,1.798,0.010720292,0.027642848,0.030664249,0.009454887,0.006767402,0.007557945,0.01239866,0.002072198,0.00319615,0.013255503,0.00703758,0.008674665,0.011595589,0.010493227,0.00680955,0.005456886,0.009616773,0.014269766,0.013198896,0.01768599,0.009903871,0.011250548,0.009868851,0.006993945,0.006269432,0.004252021,0.006861203,0.006389421,0.0050187683956822,0.008985351382904,0.0129798800942266,0.0090853221118764,0.0073690291503239,0.0049864594151451,0.006511700852034,0.009334838064958,금호에이치티,0
0.380329026,0.024802984,0.089614497,0.031069084,420770,2023-05-24,20.03,3.378,0.005669537,0.016583614,0.012072745,0.018823213,0.005458162,0.007324625,0.004709792,0.009039475,0.009250817,0.018626285,0.015359482,0.004918911,0.008876964,0.019554936,0.005415141,0.01776204,0.011259437,0.058482153,0.003670304,0.009760259,0.013230861,0.024900844,0.012750472,0.004395711,0.00197073,0.003442223,0.006886139,0.007499827,0.0113653233201282,0.0057979322188317,0.0120299285105974,0.0128791530428435,0.0058570075783734,0.0071134714629898,0.0057480652223441,0.0036729324846975,기가비스,0
0.295842614,0.025248406,0.024265881,0.028007642,308100,2019-06-10,15.94,1.533,0.023128037,0.024646742,0.017914406,0.027615045,0.002886343,0.007285813,0.004426146,0.00461552,0.010244233,0.004955098,0.006269472,0.007657156,0.033451538,0.013016261,0.017398084,0.025702811,0.006621084,0.009873111,0.016884159,0.013983108,0.014418542,0.009601254,0.022995434,0.018727137,0.005374092,0.007857892,0.0034231,0.008917631,0.0158629642497754,0.0072246250618146,0.0108405930133075,0.0194701789448169,0.0037836129286853,0.0038967015182161,0.0029763950276691,0.0059724859773407,까스텔바쟉,0
0.700899403,0.103044786,0.134770676,0.112355966,407400,2023-02-09,20.71,3.401,0.016193042,0.018895743,0.009566445,0.011246498,0.001469774,0.012612845,0.003678077,0.001608257,0.008149572,0.011787975,0.005789639,0.002450407,0.009417746,0.03984935,0.012370964,0.010348499,0.003317903,0.012198685,0.007016092,0.008259019,0.005080285,0.005204028,0.005649794,0.010967976,0.011545054,0.013118828,0.008996044,0.003242891,0.022574505108254,0.0163827639637296,0.0157996612123995,0.0109207748357347,0.0109263791387705,0.0016168405104151,0.0027494351048607,0.0026581219070733,꿈비,0
0.043501816,0.078059548,0.047689234,0.022465752,286750,2019-08-19,16.88,1.093,0.015832342,0.019988514,0.027924754,0.043502938,0.005241758,0.0031857,0.011619955,0.008958787,0.006601282,0.009268667,0.009094673,0.014559298,0.01054462,0.022815732,0.014845906,0.013769746,0.079294497,0.009853596,0.011771538,0.015822249,0.017005453,0.030298241,0.007319516,0.017304535,0.007586959,0.011742983,0.00806415,0.008519491,0.0206504074495032,0.0224232115304538,0.0046464433757047,0.0083287237648396,0.0077845304333395,0.0066937090303785,0.0037116917860507,0.0023419498846321,나노브릭,0
0.106335798,0.03245047,0.020762153,0.026478897,247660,2021-03-09,24.03,1.206,0.024775908,0.016062896,0.027992976,0.014439969,0.005624727,0.005986784,0.015909881,0.006805623,0.023171766,0.016239548,0.026612743,0.020134341,0.010023606,0.007786127,0.026540864,0.007417252,0.003325315,0.020376863,0.02312805,0.0064437,0.01385586,0.016791186,0.008823272,0.006182184,0.011835199,0.025095215,0.012331828,0.009989189,0.0172858295476852,0.0239239216659734,0.00971074847347,0.0044265427635103,0.014498485719553,0.0052683912929802,0.0025081885902607,0.0030034026865887,나노씨엠에스,1
0.602509249,0.099865444,0.03282921,0.125282872,417010,2023-03-03,18.49,3.791,0.009964142,0.018899935,0.013886575,0.007073641,0.004670646,0.003347598,0.001657801,0.005056789,0.016591067,0.01672027,0.012782595,0.009898905,0.01103528,0.025402061,0.019758849,0.026541075,0.008757951,0.026576076,0.003974941,0.064237623,0.014036591,0.010768712,0.001209698,0.005690106,0.007850692,0.013820663,0.007606607,0.011545054,0.0099972113659542,0.0133149588360188,0.0104985672491339,0.022574505108254,0.0089408501244367,0.0036020694777742,0.0035752221522508,0.0086827790838303,나노팀,0
0.158394296,0.064318986,0.035783334,0.035325161,405920,2023-06-02,14.6,3.436,0.027613701,0.020209359,0.006722565,0.013711051,0.008126325,0.004594401,0.008452388,0.006600008,0.010346486,0.019090774,0.011438989,0.016553114,0.017905538,0.012213454,0.008466721,0.019675531,0.025821298,0.010154552,0.013061705,0.058903345,0.007205321,0.008820945,0.015423104,0.026941722,0.006249432,0.003747629,0.004481721,0.00532437,0.011304976304909,0.0106438729136115,0.0066164510352201,0.0119471612808102,0.0060237661537544,0.0054399876912437,0.0073085802504987,0.0063532282980014,나라셀라,0
0.1118418839999999,0.028334555,0.039693413,0.018424657,137080,2022-02-08,21.44,2.303,0.012770608,0.00542698,0.018414338,0.009977588,0.004132221,0.002654101,0.011243272,0.008658793,0.003792932,0.010615012,0.019322751,0.015696232,0.011158401,0.005156027,0.022296227,0.015561114,0.007194951,0.005619025,0.009596247,0.013214509,0.012271585,0.013476551,0.008525686,0.00801637,0.022693889,0.012223265,0.00375568,0.012106732,0.0207083114208897,0.0259313907724528,0.0135581105699395,0.0147369568972002,0.0011835897141865,0.0014191404861678,0.0029915341963649,0.0037996401892154,나래나노텍,1
0.058412944,0.059118085,0.044009465,0.083910178,190510,2015-11-12,18.37,1.787,0.014141533,0.028061609,0.027200359,0.00903396,0.001572073,0.007252898,0.012426443,0.002041046,0.003399078,0.01293575,0.006720592,0.006979914,0.006861723,0.015334842,0.006614214,0.005378407,0.026632089,0.012913865,0.011414526,0.018317901,0.012678479,0.011031671,0.007933411,0.008726439,0.005785271,0.004224185,0.006849959,0.005237637,0.0049079892569553,0.0077515899548756,0.0102557586083146,0.0103044168640974,0.0047304042679202,0.0059526254636469,0.0068526902257918,0.0085379029330929,나무가,0
0.4383118489999999,0.164434555,0.080896063,0.056698563,111710,2018-11-29,18.79,1.889,0.016941679,0.040293695,0.004705132,0.030321156,0.005596155,0.003905454,0.003474407,0.005628452,0.018410145,0.008550242,0.007988453,0.008860403,0.010334994,0.01201918,0.021604248,0.014649433,0.014219942,0.020309505,0.024066917,0.006851083,0.006965161,0.003428893,0.00371443,0.00725331,0.007638257,0.00691509,0.004439848,0.017906374,0.0141805168804206,0.0177079133501626,0.0203890373792121,0.0132080340483497,0.0045909192500385,0.0044020124022592,0.006674530818507,0.0075228007732007,남화산업,0
0.069592191,0.010554051,0.016881143,0.018288603,212560,2015-11-18,16.85,1.752,0.020718718,0.016332226,0.028400924,0.007558776,0.006551856,0.002032578,0.00828837,0.010148497,0.009971945,0.008366119,0.012908816,0.006721045,0.01615644,0.00804352,0.013829483,0.010052738,0.036811556,0.026690465,0.014330439,0.010713223,0.006364668,0.012603536,0.009497688,0.009670176,0.009981484,0.006269432,0.004252021,0.006861203,0.0106962416982901,0.0050187683956822,0.008985351382904,0.0129798800942266,0.0049052236152847,0.0073690291503239,0.0049864594151451,0.006511700852034,네오오토,0
0.064525499,0.022353792,0.029264005,0.02880703,311390,2019-08-22,16.68,1.13,0.013102263,0.027699296,0.032929203,0.020293222,0.004034574,0.005893714,0.011575192,0.007794629,0.004833882,0.011405396,0.007677976,0.015994083,0.012045762,0.02450239,0.002679969,0.015396122,0.021528595,0.079253945,0.010398634,0.01176288,0.010646609,0.037199546,0.005397501,0.00934954,0.006203024,0.007107964,0.008627439,0.008201698,0.0098790802615718,0.0224615404883618,0.0184287646787744,0.0090545774518563,0.0056933852504921,0.0063650292796155,0.005299630029131,0.0025410480369959,네오크레마,0
0.125856374,0.093732721,0.048416547,0.043744794,290660,2018-11-28,18.49,1.92,0.032674422,0.033264745,0.033527235,0.006500766,0.003231949,0.003905454,0.003974859,0.005539979,0.007223022,0.007744217,0.007164234,0.007869921,0.018403462,0.006319027,0.022559849,0.017784313,0.016310641,0.018231072,0.023447235,0.005614378,0.004354664,0.003160045,0.006360178,0.005638256,0.008022524,0.006756349,0.004837272,0.016985672,0.0142105019958501,0.0171970509261517,0.0209487172077762,0.0139312645535327,0.0046388083032338,0.0046405574653315,0.0056856946501707,0.0074650166332295,네오펙트,0
0.199775191,0.034492869,0.0264795769999999,0.037462955,330860,2020-11-17,22.71,0.96,0.019325301,0.035973624,0.03280108,0.023431841,0.003476033,0.023808737,0.012453131,0.008770943,0.006334601,0.003220846,0.005005487,0.003976823,0.026714846,0.007409611,0.016438333,0.007678567,0.010413746,0.006957069,0.022089495,0.008569779,0.013143386,0.019344083,0.007835236,0.015103207,0.009309028,0.009252221,0.015259112,0.006205587,0.0135703449931263,0.0212460828205195,0.0227923117534951,0.00840668909457,0.003521479350987,0.0022805577890883,0.0046077861994995,0.0029074630743975,네패스아크,1
0.085333434,0.035792695,0.022059873,0.018204807,396270,2022-07-01,26.7,3.439,0.025018827,0.030071296,0.032217258,0.012827419,0.002375307,0.00217037,0.008347246,0.010855274,0.009688724,0.024663976,0.010828444,0.00936315,0.024991343,0.024623524,0.011929713,0.014949847,0.002575092,0.020290667,0.006845096,0.002196135,0.021539387,0.018791618,0.009004285,0.004589751,0.019260372,0.01366877,0.014204363,0.008560101,0.0233103475414479,0.026122564710171,0.0293544920674201,0.0192185673679652,0.0062996433387813,0.0032837418934507,0.008582922392073,0.0046248360415819,넥스트칩,1
0.066421631,0.033027216,0.01651687,0.028125469,348210,2020-10-08,26.36,0.907,0.030680616,0.029664366,0.005727944,0.02044889,0.006124253,0.008558782,0.009714374,0.01256698,0.011218524,0.034604045,0.009864653,0.015883357,0.012205913,0.025904184,0.009954043,0.015573476,0.008789216,0.008762791,0.014834542,0.020991378,0.006967654,0.01881344,0.006858262,0.011845644,0.003934195,0.013253899,0.009591564,0.008140878,0.0210310901620239,0.0105755572872349,0.0172928252063832,0.0163878835400852,0.0056926644506798,0.0047637649689042,0.0023502706013119,0.0030363055733368,넥스틴,1
0.044378339,0.023265275,0.019212314,0.035755909,251270,2017-05-12,10.4,1.71,0.015838221,0.025075506,0.007803414,0.006369616,0.005076339,0.007079646,0.004933164,0.003857981,0.00734026,0.014274201,0.009065918,0.004246943,0.012763244,0.01058053,0.01596606,0.006725195,0.00386879,0.006670143,0.01765605,0.011994712,0.013763464,0.013935429,0.015924304,0.011824009,0.01185346,0.004719778,0.004737304,0.007297913,0.002443695274517,0.0039911797990661,0.0054849382394239,0.0063276657873243,0.0042543025337083,0.0051246447369484,0.0049256752023386,0.0043845584755387,넷마블게임즈,1
0.337547663,0.056104884,0.029664575,0.020351364,104620,2019-01-30,17.66,1.827,0.020701053,0.013734732,0.017746579,0.011949154,0.005851134,0.00160911,0.004220865,0.002075372,0.018945595,0.003453996,0.00770036,0.007576294,0.019919069,0.011913151,0.014521099,0.00517855,0.010026936,0.008427798,0.018467219,0.011202537,0.00546078,0.003259898,0.013081483,0.007726448,0.005920097,0.004364643,0.010553632,0.011905085,0.0100126116280019,0.0137698163820475,0.0082550728347514,0.0259813287753037,0.0039035678901197,0.0036087312684325,0.0028727909843238,0.0058395405936452,노랑풍선,0
